# file...... solar_data49.csv
# date...... Fri Jul 22 11:12:17 2016
# user...... gridlabd
# host...... (null)
# target.... solar 3439
# trigger... (none)
# interval.. 60
# limit..... 1000000
# timestamp,VA_Out,price
2000-08-08 00:41:00 PDT,+0+0j,+0.12
2000-08-08 00:42:00 PDT,+0+0j,+0.12
2000-08-08 00:43:00 PDT,+0+0j,+0.12
2000-08-08 00:44:00 PDT,+0+0j,+0.12
2000-08-08 00:45:00 PDT,+0+0j,+0.12
2000-08-08 00:46:00 PDT,+0+0j,+0.12
2000-08-08 00:47:00 PDT,+0+0j,+0.12
2000-08-08 00:48:00 PDT,+0+0j,+0.12
2000-08-08 00:49:00 PDT,+0+0j,+0.12
2000-08-08 00:50:00 PDT,+0+0j,+0.12
2000-08-08 00:51:00 PDT,+0+0j,+0.12
2000-08-08 00:52:00 PDT,+0+0j,+0.12
2000-08-08 00:53:00 PDT,+0+0j,+0.12
2000-08-08 00:54:00 PDT,+0+0j,+0.12
2000-08-08 00:55:00 PDT,+0+0j,+0.12
2000-08-08 00:56:00 PDT,+0+0j,+0.12
2000-08-08 00:57:00 PDT,+0+0j,+0.12
2000-08-08 00:58:00 PDT,+0+0j,+0.12
2000-08-08 00:59:00 PDT,+0+0j,+0.12
2000-08-08 01:00:00 PDT,+0+0j,+0.12
2000-08-08 01:01:00 PDT,+0+0j,+0.12
2000-08-08 01:02:00 PDT,+0+0j,+0.12
2000-08-08 01:03:00 PDT,+0+0j,+0.12
2000-08-08 01:04:00 PDT,+0+0j,+0.12
2000-08-08 01:05:00 PDT,+0+0j,+0.12
2000-08-08 01:06:00 PDT,+0+0j,+0.12
2000-08-08 01:07:00 PDT,+0+0j,+0.12
2000-08-08 01:08:00 PDT,+0+0j,+0.12
2000-08-08 01:09:00 PDT,+0+0j,+0.12
2000-08-08 01:10:00 PDT,+0+0j,+0.12
2000-08-08 01:11:00 PDT,+0+0j,+0.12
2000-08-08 01:12:00 PDT,+0+0j,+0.12
2000-08-08 01:13:00 PDT,+0+0j,+0.12
2000-08-08 01:14:00 PDT,+0+0j,+0.12
2000-08-08 01:15:00 PDT,+0+0j,+0.12
2000-08-08 01:16:00 PDT,+0+0j,+0.12
2000-08-08 01:17:00 PDT,+0+0j,+0.12
2000-08-08 01:18:00 PDT,+0+0j,+0.12
2000-08-08 01:19:00 PDT,+0+0j,+0.12
2000-08-08 01:20:00 PDT,+0+0j,+0.12
2000-08-08 01:21:00 PDT,+0+0j,+0.12
2000-08-08 01:22:00 PDT,+0+0j,+0.12
2000-08-08 01:23:00 PDT,+0+0j,+0.12
2000-08-08 01:24:00 PDT,+0+0j,+0.12
2000-08-08 01:25:00 PDT,+0+0j,+0.12
2000-08-08 01:26:00 PDT,+0+0j,+0.12
2000-08-08 01:27:00 PDT,+0+0j,+0.12
2000-08-08 01:28:00 PDT,+0+0j,+0.12
2000-08-08 01:29:00 PDT,+0+0j,+0.12
2000-08-08 01:30:00 PDT,+0+0j,+0.12
2000-08-08 01:31:00 PDT,+0+0j,+0.12
2000-08-08 01:32:00 PDT,+0+0j,+0.12
2000-08-08 01:33:00 PDT,+0+0j,+0.12
2000-08-08 01:34:00 PDT,+0+0j,+0.12
2000-08-08 01:35:00 PDT,+0+0j,+0.12
2000-08-08 01:36:00 PDT,+0+0j,+0.12
2000-08-08 01:37:00 PDT,+0+0j,+0.12
2000-08-08 01:38:00 PDT,+0+0j,+0.12
2000-08-08 01:39:00 PDT,+0+0j,+0.12
2000-08-08 01:40:00 PDT,+0+0j,+0.12
2000-08-08 01:41:00 PDT,+0+0j,+0.12
2000-08-08 01:42:00 PDT,+0+0j,+0.12
2000-08-08 01:43:00 PDT,+0+0j,+0.12
2000-08-08 01:44:00 PDT,+0+0j,+0.12
2000-08-08 01:45:00 PDT,+0+0j,+0.12
2000-08-08 01:46:00 PDT,+0+0j,+0.12
2000-08-08 01:47:00 PDT,+0+0j,+0.12
2000-08-08 01:48:00 PDT,+0+0j,+0.12
2000-08-08 01:49:00 PDT,+0+0j,+0.12
2000-08-08 01:50:00 PDT,+0+0j,+0.12
2000-08-08 01:51:00 PDT,+0+0j,+0.12
2000-08-08 01:52:00 PDT,+0+0j,+0.12
2000-08-08 01:53:00 PDT,+0+0j,+0.12
2000-08-08 01:54:00 PDT,+0+0j,+0.12
2000-08-08 01:55:00 PDT,+0+0j,+0.12
2000-08-08 01:56:00 PDT,+0+0j,+0.12
2000-08-08 01:57:00 PDT,+0+0j,+0.12
2000-08-08 01:58:00 PDT,+0+0j,+0.12
2000-08-08 01:59:00 PDT,+0+0j,+0.12
2000-08-08 02:00:00 PDT,+0+0j,+0.12
2000-08-08 02:01:00 PDT,+0+0j,+0.12
2000-08-08 02:02:00 PDT,+0+0j,+0.12
2000-08-08 02:03:00 PDT,+0+0j,+0.12
2000-08-08 02:04:00 PDT,+0+0j,+0.12
2000-08-08 02:05:00 PDT,+0+0j,+0.12
2000-08-08 02:06:00 PDT,+0+0j,+0.12
2000-08-08 02:07:00 PDT,+0+0j,+0.12
2000-08-08 02:08:00 PDT,+0+0j,+0.12
2000-08-08 02:09:00 PDT,+0+0j,+0.12
2000-08-08 02:10:00 PDT,+0+0j,+0.12
2000-08-08 02:11:00 PDT,+0+0j,+0.12
2000-08-08 02:12:00 PDT,+0+0j,+0.12
2000-08-08 02:13:00 PDT,+0+0j,+0.12
2000-08-08 02:14:00 PDT,+0+0j,+0.12
2000-08-08 02:15:00 PDT,+0+0j,+0.12
2000-08-08 02:16:00 PDT,+0+0j,+0.12
2000-08-08 02:17:00 PDT,+0+0j,+0.12
2000-08-08 02:18:00 PDT,+0+0j,+0.12
2000-08-08 02:19:00 PDT,+0+0j,+0.12
2000-08-08 02:20:00 PDT,+0+0j,+0.12
2000-08-08 02:21:00 PDT,+0+0j,+0.12
2000-08-08 02:22:00 PDT,+0+0j,+0.12
2000-08-08 02:23:00 PDT,+0+0j,+0.12
2000-08-08 02:24:00 PDT,+0+0j,+0.12
2000-08-08 02:25:00 PDT,+0+0j,+0.12
2000-08-08 02:26:00 PDT,+0+0j,+0.12
2000-08-08 02:27:00 PDT,+0+0j,+0.12
2000-08-08 02:28:00 PDT,+0+0j,+0.12
2000-08-08 02:29:00 PDT,+0+0j,+0.12
2000-08-08 02:30:00 PDT,+0+0j,+0.12
2000-08-08 02:31:00 PDT,+0+0j,+0.12
2000-08-08 02:32:00 PDT,+0+0j,+0.12
2000-08-08 02:33:00 PDT,+0+0j,+0.12
2000-08-08 02:34:00 PDT,+0+0j,+0.12
2000-08-08 02:35:00 PDT,+0+0j,+0.12
2000-08-08 02:36:00 PDT,+0+0j,+0.12
2000-08-08 02:37:00 PDT,+0+0j,+0.12
2000-08-08 02:38:00 PDT,+0+0j,+0.12
2000-08-08 02:39:00 PDT,+0+0j,+0.12
2000-08-08 02:40:00 PDT,+0+0j,+0.12
2000-08-08 02:41:00 PDT,+0+0j,+0.12
2000-08-08 02:42:00 PDT,+0+0j,+0.12
2000-08-08 02:43:00 PDT,+0+0j,+0.12
2000-08-08 02:44:00 PDT,+0+0j,+0.12
2000-08-08 02:45:00 PDT,+0+0j,+0.12
2000-08-08 02:46:00 PDT,+0+0j,+0.12
2000-08-08 02:47:00 PDT,+0+0j,+0.12
2000-08-08 02:48:00 PDT,+0+0j,+0.12
2000-08-08 02:49:00 PDT,+0+0j,+0.12
2000-08-08 02:50:00 PDT,+0+0j,+0.12
2000-08-08 02:51:00 PDT,+0+0j,+0.12
2000-08-08 02:52:00 PDT,+0+0j,+0.12
2000-08-08 02:53:00 PDT,+0+0j,+0.12
2000-08-08 02:54:00 PDT,+0+0j,+0.12
2000-08-08 02:55:00 PDT,+0+0j,+0.12
2000-08-08 02:56:00 PDT,+0+0j,+0.12
2000-08-08 02:57:00 PDT,+0+0j,+0.12
2000-08-08 02:58:00 PDT,+0+0j,+0.12
2000-08-08 02:59:00 PDT,+0+0j,+0.12
2000-08-08 03:00:00 PDT,+0+0j,+0.12
2000-08-08 03:01:00 PDT,+0+0j,+0.12
2000-08-08 03:02:00 PDT,+0+0j,+0.12
2000-08-08 03:03:00 PDT,+0+0j,+0.12
2000-08-08 03:04:00 PDT,+0+0j,+0.12
2000-08-08 03:05:00 PDT,+0+0j,+0.12
2000-08-08 03:06:00 PDT,+0+0j,+0.12
2000-08-08 03:07:00 PDT,+0+0j,+0.12
2000-08-08 03:08:00 PDT,+0+0j,+0.12
2000-08-08 03:09:00 PDT,+0+0j,+0.12
2000-08-08 03:10:00 PDT,+0+0j,+0.12
2000-08-08 03:11:00 PDT,+0+0j,+0.12
2000-08-08 03:12:00 PDT,+0+0j,+0.12
2000-08-08 03:13:00 PDT,+0+0j,+0.12
2000-08-08 03:14:00 PDT,+0+0j,+0.12
2000-08-08 03:15:00 PDT,+0+0j,+0.12
2000-08-08 03:16:00 PDT,+0+0j,+0.12
2000-08-08 03:17:00 PDT,+0+0j,+0.12
2000-08-08 03:18:00 PDT,+0+0j,+0.12
2000-08-08 03:19:00 PDT,+0+0j,+0.12
2000-08-08 03:20:00 PDT,+0+0j,+0.12
2000-08-08 03:21:00 PDT,+0+0j,+0.12
2000-08-08 03:22:00 PDT,+0+0j,+0.12
2000-08-08 03:23:00 PDT,+0+0j,+0.12
2000-08-08 03:24:00 PDT,+0+0j,+0.12
2000-08-08 03:25:00 PDT,+0+0j,+0.12
2000-08-08 03:26:00 PDT,+0+0j,+0.12
2000-08-08 03:27:00 PDT,+0+0j,+0.12
2000-08-08 03:28:00 PDT,+0+0j,+0.12
2000-08-08 03:29:00 PDT,+0+0j,+0.12
2000-08-08 03:30:00 PDT,+0+0j,+0.12
2000-08-08 03:31:00 PDT,+0+0j,+0.12
2000-08-08 03:32:00 PDT,+0+0j,+0.12
2000-08-08 03:33:00 PDT,+0+0j,+0.12
2000-08-08 03:34:00 PDT,+0+0j,+0.12
2000-08-08 03:35:00 PDT,+0+0j,+0.12
2000-08-08 03:36:00 PDT,+0+0j,+0.12
2000-08-08 03:37:00 PDT,+0+0j,+0.12
2000-08-08 03:38:00 PDT,+0+0j,+0.12
2000-08-08 03:39:00 PDT,+0+0j,+0.12
2000-08-08 03:40:00 PDT,+0+0j,+0.12
2000-08-08 03:41:00 PDT,+0+0j,+0.12
2000-08-08 03:42:00 PDT,+0+0j,+0.12
2000-08-08 03:43:00 PDT,+0+0j,+0.12
2000-08-08 03:44:00 PDT,+0+0j,+0.12
2000-08-08 03:45:00 PDT,+0+0j,+0.12
2000-08-08 03:46:00 PDT,+0+0j,+0.12
2000-08-08 03:47:00 PDT,+0+0j,+0.12
2000-08-08 03:48:00 PDT,+0+0j,+0.12
2000-08-08 03:49:00 PDT,+0+0j,+0.12
2000-08-08 03:50:00 PDT,+0+0j,+0.12
2000-08-08 03:51:00 PDT,+0+0j,+0.12
2000-08-08 03:52:00 PDT,+0+0j,+0.12
2000-08-08 03:53:00 PDT,+0+0j,+0.12
2000-08-08 03:54:00 PDT,+0+0j,+0.12
2000-08-08 03:55:00 PDT,+0+0j,+0.12
2000-08-08 03:56:00 PDT,+0+0j,+0.12
2000-08-08 03:57:00 PDT,+0+0j,+0.12
2000-08-08 03:58:00 PDT,+0+0j,+0.12
2000-08-08 03:59:00 PDT,+0+0j,+0.12
2000-08-08 04:00:00 PDT,+0+0j,+0.12
2000-08-08 04:01:00 PDT,+212.005+0j,+0.12
2000-08-08 04:02:00 PDT,+423.283+0j,+0.12
2000-08-08 04:03:00 PDT,+633.833+0j,+0.12
2000-08-08 04:04:00 PDT,+843.655+0j,+0.12
2000-08-08 04:05:00 PDT,+1052.75+0j,+0.12
2000-08-08 04:06:00 PDT,+1261.12+0j,+0.12
2000-08-08 04:07:00 PDT,+1468.76+0j,+0.12
2000-08-08 04:08:00 PDT,+1675.67+0j,+0.12
2000-08-08 04:09:00 PDT,+1881.86+0j,+0.12
2000-08-08 04:10:00 PDT,+2087.32+0j,+0.12
2000-08-08 04:11:00 PDT,+2292.05+0j,+0.12
2000-08-08 04:12:00 PDT,+2496.06+0j,+0.12
2000-08-08 04:13:00 PDT,+2699.34+0j,+0.12
2000-08-08 04:14:00 PDT,+2901.89+0j,+0.12
2000-08-08 04:15:00 PDT,+3103.72+0j,+0.12
2000-08-08 04:16:00 PDT,+3304.82+0j,+0.12
2000-08-08 04:17:00 PDT,+3505.2+0j,+0.12
2000-08-08 04:18:00 PDT,+3704.85+0j,+0.12
2000-08-08 04:19:00 PDT,+3903.77+0j,+0.12
2000-08-08 04:20:00 PDT,+4101.97+0j,+0.12
2000-08-08 04:21:00 PDT,+4299.45+0j,+0.12
2000-08-08 04:22:00 PDT,+4496.19+0j,+0.12
2000-08-08 04:23:00 PDT,+4692.22+0j,+0.12
2000-08-08 04:24:00 PDT,+4887.52+0j,+0.12
2000-08-08 04:25:00 PDT,+5082.09+0j,+0.12
2000-08-08 04:26:00 PDT,+5275.94+0j,+0.12
2000-08-08 04:27:00 PDT,+5469.07+0j,+0.12
2000-08-08 04:28:00 PDT,+5661.47+0j,+0.12
2000-08-08 04:29:00 PDT,+5853.15+0j,+0.12
2000-08-08 04:30:00 PDT,+6044.1+0j,+0.12
2000-08-08 04:31:00 PDT,+6234.33+0j,+0.12
2000-08-08 04:32:00 PDT,+6423.83+0j,+0.12
2000-08-08 04:33:00 PDT,+6612.61+0j,+0.12
2000-08-08 04:34:00 PDT,+6800.67+0j,+0.12
2000-08-08 04:35:00 PDT,+6988.01+0j,+0.12
2000-08-08 04:36:00 PDT,+7174.62+0j,+0.12
2000-08-08 04:37:00 PDT,+7360.5+0j,+0.12
2000-08-08 04:38:00 PDT,+7545.67+0j,+0.12
2000-08-08 04:39:00 PDT,+7730.11+0j,+0.12
2000-08-08 04:40:00 PDT,+7913.83+0j,+0.12
2000-08-08 04:41:00 PDT,+8096.83+0j,+0.12
2000-08-08 04:42:00 PDT,+8279.1+0j,+0.12
2000-08-08 04:43:00 PDT,+8460.65+0j,+0.12
2000-08-08 04:44:00 PDT,+8641.48+0j,+0.12
2000-08-08 04:45:00 PDT,+8821.59+0j,+0.12
2000-08-08 04:46:00 PDT,+9000.97+0j,+0.12
2000-08-08 04:47:00 PDT,+9179.64+0j,+0.12
2000-08-08 04:48:00 PDT,+9357.58+0j,+0.12
2000-08-08 04:49:00 PDT,+9534.8+0j,+0.12
2000-08-08 04:50:00 PDT,+9711.3+0j,+0.12
2000-08-08 04:51:00 PDT,+9887.07+0j,+0.12
2000-08-08 04:52:00 PDT,+10062.1+0j,+0.12
2000-08-08 04:53:00 PDT,+10236.5+0j,+0.12
2000-08-08 04:54:00 PDT,+10410.1+0j,+0.12
2000-08-08 04:55:00 PDT,+10583+0j,+0.12
2000-08-08 04:56:00 PDT,+10755.1+0j,+0.12
2000-08-08 04:57:00 PDT,+10926.6+0j,+0.12
2000-08-08 04:58:00 PDT,+11097.3+0j,+0.12
2000-08-08 04:59:00 PDT,+11267.3+0j,+0.12
2000-08-08 05:00:00 PDT,+11436.6+0j,+0.12
2000-08-08 05:01:00 PDT,+11682.8+0j,+0.12
2000-08-08 05:02:00 PDT,+11925.6+0j,+0.12
2000-08-08 05:03:00 PDT,+12165+0j,+0.12
2000-08-08 05:04:00 PDT,+12401.1+0j,+0.12
2000-08-08 05:05:00 PDT,+12633.8+0j,+0.12
2000-08-08 05:06:00 PDT,+12863.1+0j,+0.12
2000-08-08 05:07:00 PDT,+13089.1+0j,+0.12
2000-08-08 05:08:00 PDT,+13311.7+0j,+0.12
2000-08-08 05:09:00 PDT,+13531+0j,+0.12
2000-08-08 05:10:00 PDT,+13746.9+0j,+0.12
2000-08-08 05:11:00 PDT,+13959.4+0j,+0.12
2000-08-08 05:12:00 PDT,+14168.6+0j,+0.12
2000-08-08 05:13:00 PDT,+14374.5+0j,+0.12
2000-08-08 05:14:00 PDT,+14577+0j,+0.12
2000-08-08 05:15:00 PDT,+14776.1+0j,+0.12
2000-08-08 05:16:00 PDT,+14971.9+0j,+0.12
2000-08-08 05:17:00 PDT,+15164.3+0j,+0.12
2000-08-08 05:18:00 PDT,+15353.4+0j,+0.12
2000-08-08 05:19:00 PDT,+15539.1+0j,+0.12
2000-08-08 05:20:00 PDT,+15721.5+0j,+0.12
2000-08-08 05:21:00 PDT,+15900.5+0j,+0.12
2000-08-08 05:22:00 PDT,+16076.2+0j,+0.12
2000-08-08 05:23:00 PDT,+16248.6+0j,+0.12
2000-08-08 05:24:00 PDT,+16417.6+0j,+0.12
2000-08-08 05:25:00 PDT,+16583.2+0j,+0.12
2000-08-08 05:26:00 PDT,+16745.5+0j,+0.12
2000-08-08 05:27:00 PDT,+16904.5+0j,+0.12
2000-08-08 05:28:00 PDT,+17060.1+0j,+0.12
2000-08-08 05:29:00 PDT,+17212.4+0j,+0.12
2000-08-08 05:30:00 PDT,+17361.4+0j,+0.12
2000-08-08 05:31:00 PDT,+17507+0j,+0.12
2000-08-08 05:32:00 PDT,+17649.3+0j,+0.12
2000-08-08 05:33:00 PDT,+17788.2+0j,+0.12
2000-08-08 05:34:00 PDT,+17923.8+0j,+0.12
2000-08-08 05:35:00 PDT,+18056.1+0j,+0.12
2000-08-08 05:36:00 PDT,+18185+0j,+0.12
2000-08-08 05:37:00 PDT,+18310.6+0j,+0.12
2000-08-08 05:38:00 PDT,+18432.9+0j,+0.12
2000-08-08 05:39:00 PDT,+18551.8+0j,+0.12
2000-08-08 05:40:00 PDT,+18667.4+0j,+0.12
2000-08-08 05:41:00 PDT,+18779.6+0j,+0.12
2000-08-08 05:42:00 PDT,+18888.6+0j,+0.12
2000-08-08 05:43:00 PDT,+18994.2+0j,+0.12
2000-08-08 05:44:00 PDT,+19096.5+0j,+0.12
2000-08-08 05:45:00 PDT,+19195.4+0j,+0.12
2000-08-08 05:46:00 PDT,+19291+0j,+0.12
2000-08-08 05:47:00 PDT,+19383.3+0j,+0.12
2000-08-08 05:48:00 PDT,+19472.3+0j,+0.12
2000-08-08 05:49:00 PDT,+19557.9+0j,+0.12
2000-08-08 05:50:00 PDT,+19640.2+0j,+0.12
2000-08-08 05:51:00 PDT,+19719.2+0j,+0.12
2000-08-08 05:52:00 PDT,+19794.8+0j,+0.12
2000-08-08 05:53:00 PDT,+19867.2+0j,+0.12
2000-08-08 05:54:00 PDT,+19936.2+0j,+0.12
2000-08-08 05:55:00 PDT,+20001.8+0j,+0.12
2000-08-08 05:56:00 PDT,+20064.2+0j,+0.12
2000-08-08 05:57:00 PDT,+20123.2+0j,+0.12
2000-08-08 05:58:00 PDT,+20178.9+0j,+0.12
2000-08-08 05:59:00 PDT,+20231.3+0j,+0.12
2000-08-08 06:00:00 PDT,+20280.3+0j,+0.12
2000-08-08 06:01:00 PDT,+20265.2+0j,+0.12
2000-08-08 06:02:00 PDT,+20248.8+0j,+0.12
2000-08-08 06:03:00 PDT,+20231.2+0j,+0.12
2000-08-08 06:04:00 PDT,+20212.3+0j,+0.12
2000-08-08 06:05:00 PDT,+20192.1+0j,+0.12
2000-08-08 06:06:00 PDT,+20170.7+0j,+0.12
2000-08-08 06:07:00 PDT,+20148+0j,+0.12
2000-08-08 06:08:00 PDT,+20124.1+0j,+0.12
2000-08-08 06:09:00 PDT,+20098.9+0j,+0.12
2000-08-08 06:10:00 PDT,+20072.4+0j,+0.12
2000-08-08 06:11:00 PDT,+20044.7+0j,+0.12
2000-08-08 06:12:00 PDT,+20015.7+0j,+0.12
2000-08-08 06:13:00 PDT,+19985.5+0j,+0.12
2000-08-08 06:14:00 PDT,+19954+0j,+0.12
2000-08-08 06:15:00 PDT,+19921.3+0j,+0.12
2000-08-08 06:16:00 PDT,+19887.2+0j,+0.12
2000-08-08 06:17:00 PDT,+19852+0j,+0.12
2000-08-08 06:18:00 PDT,+19815.4+0j,+0.12
2000-08-08 06:19:00 PDT,+19777.7+0j,+0.12
2000-08-08 06:20:00 PDT,+19738.6+0j,+0.12
2000-08-08 06:21:00 PDT,+19698.3+0j,+0.12
2000-08-08 06:22:00 PDT,+19656.8+0j,+0.12
2000-08-08 06:23:00 PDT,+19613.9+0j,+0.12
2000-08-08 06:24:00 PDT,+19569.8+0j,+0.12
2000-08-08 06:25:00 PDT,+19524.5+0j,+0.12
2000-08-08 06:26:00 PDT,+19477.9+0j,+0.12
2000-08-08 06:27:00 PDT,+19430+0j,+0.12
2000-08-08 06:28:00 PDT,+19380.9+0j,+0.12
2000-08-08 06:29:00 PDT,+19330.5+0j,+0.12
2000-08-08 06:30:00 PDT,+19278.9+0j,+0.12
2000-08-08 06:31:00 PDT,+19226+0j,+0.12
2000-08-08 06:32:00 PDT,+19171.9+0j,+0.12
2000-08-08 06:33:00 PDT,+19116.4+0j,+0.12
2000-08-08 06:34:00 PDT,+19059.8+0j,+0.12
2000-08-08 06:35:00 PDT,+19001.8+0j,+0.12
2000-08-08 06:36:00 PDT,+18942.6+0j,+0.12
2000-08-08 06:37:00 PDT,+18882.2+0j,+0.12
2000-08-08 06:38:00 PDT,+18820.4+0j,+0.12
2000-08-08 06:39:00 PDT,+18757.4+0j,+0.12
2000-08-08 06:40:00 PDT,+18693.2+0j,+0.12
2000-08-08 06:41:00 PDT,+18627.7+0j,+0.12
2000-08-08 06:42:00 PDT,+18560.9+0j,+0.12
2000-08-08 06:43:00 PDT,+18492.9+0j,+0.12
2000-08-08 06:44:00 PDT,+18423.6+0j,+0.12
2000-08-08 06:45:00 PDT,+18353.1+0j,+0.12
2000-08-08 06:46:00 PDT,+18281.3+0j,+0.12
2000-08-08 06:47:00 PDT,+18208.2+0j,+0.12
2000-08-08 06:48:00 PDT,+18133.9+0j,+0.12
2000-08-08 06:49:00 PDT,+18058.3+0j,+0.12
2000-08-08 06:50:00 PDT,+17981.4+0j,+0.12
2000-08-08 06:51:00 PDT,+17903.3+0j,+0.12
2000-08-08 06:52:00 PDT,+17823.9+0j,+0.12
2000-08-08 06:53:00 PDT,+17743.3+0j,+0.12
2000-08-08 06:54:00 PDT,+17661.3+0j,+0.12
2000-08-08 06:55:00 PDT,+17578.2+0j,+0.12
2000-08-08 06:56:00 PDT,+17493.7+0j,+0.12
2000-08-08 06:57:00 PDT,+17408+0j,+0.12
2000-08-08 06:58:00 PDT,+17321.1+0j,+0.12
2000-08-08 06:59:00 PDT,+17232.9+0j,+0.12
2000-08-08 07:00:00 PDT,+17143.4+0j,+0.12
2000-08-08 07:01:00 PDT,+16898.6+0j,+0.12
2000-08-08 07:02:00 PDT,+16657.9+0j,+0.12
2000-08-08 07:03:00 PDT,+16421+0j,+0.12
2000-08-08 07:04:00 PDT,+16188.1+0j,+0.12
2000-08-08 07:05:00 PDT,+15959.1+0j,+0.12
2000-08-08 07:06:00 PDT,+15734+0j,+0.12
2000-08-08 07:07:00 PDT,+15512.9+0j,+0.12
2000-08-08 07:08:00 PDT,+15295.8+0j,+0.12
2000-08-08 07:09:00 PDT,+15082.5+0j,+0.12
2000-08-08 07:10:00 PDT,+14873.2+0j,+0.12
2000-08-08 07:11:00 PDT,+14667.9+0j,+0.12
2000-08-08 07:12:00 PDT,+14466.5+0j,+0.12
2000-08-08 07:13:00 PDT,+14269+0j,+0.12
2000-08-08 07:14:00 PDT,+14075.5+0j,+0.12
2000-08-08 07:15:00 PDT,+13885.9+0j,+0.12
2000-08-08 07:16:00 PDT,+13700.3+0j,+0.12
2000-08-08 07:17:00 PDT,+13518.6+0j,+0.12
2000-08-08 07:18:00 PDT,+13340.9+0j,+0.12
2000-08-08 07:19:00 PDT,+13167.1+0j,+0.12
2000-08-08 07:20:00 PDT,+12997.3+0j,+0.12
2000-08-08 07:21:00 PDT,+12831.4+0j,+0.12
2000-08-08 07:22:00 PDT,+12669.5+0j,+0.12
2000-08-08 07:23:00 PDT,+12511.5+0j,+0.12
2000-08-08 07:24:00 PDT,+12357.5+0j,+0.12
2000-08-08 07:25:00 PDT,+12207.5+0j,+0.12
2000-08-08 07:26:00 PDT,+12061.4+0j,+0.12
2000-08-08 07:27:00 PDT,+11919.3+0j,+0.12
2000-08-08 07:28:00 PDT,+11781.1+0j,+0.12
2000-08-08 07:29:00 PDT,+11646.9+0j,+0.12
2000-08-08 07:30:00 PDT,+11516.6+0j,+0.12
2000-08-08 07:31:00 PDT,+11390.3+0j,+0.12
2000-08-08 07:32:00 PDT,+11268+0j,+0.12
2000-08-08 07:33:00 PDT,+11149.6+0j,+0.12
2000-08-08 07:34:00 PDT,+11035.2+0j,+0.12
2000-08-08 07:35:00 PDT,+10924.7+0j,+0.12
2000-08-08 07:36:00 PDT,+10818.2+0j,+0.12
2000-08-08 07:37:00 PDT,+10715.7+0j,+0.12
2000-08-08 07:38:00 PDT,+10617.2+0j,+0.12
2000-08-08 07:39:00 PDT,+10522.6+0j,+0.12
2000-08-08 07:40:00 PDT,+10431.9+0j,+0.12
2000-08-08 07:41:00 PDT,+10345.3+0j,+0.12
2000-08-08 07:42:00 PDT,+10262.6+0j,+0.12
2000-08-08 07:43:00 PDT,+10183.9+0j,+0.12
2000-08-08 07:44:00 PDT,+10109.1+0j,+0.12
2000-08-08 07:45:00 PDT,+10038.3+0j,+0.12
2000-08-08 07:46:00 PDT,+9971.5+0j,+0.12
2000-08-08 07:47:00 PDT,+9908.65+0j,+0.12
2000-08-08 07:48:00 PDT,+9849.77+0j,+0.12
